University of Minnesota School of Dentistry,Requires a secondary or supplemental application?,x,,
University of Minnesota School of Dentistry,Has a secondary or supplemental application website?,x,,www.dentistry.umn.edu
University of Mississippi Medical Center School of dentistry,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,x,,
University of Mississippi Medical Center School of dentistry,Accepts direct applicants?,,x,
University of Mississippi Medical Center School of dentistry,Requires a secondary or supplemental application?,x,,
University of Mississippi Medical Center School of dentistry,Has a secondary or supplemental application website?,,x,Secondary application will be emailed.
A.T. Still University Missouri School of Dentistry & Oral Health,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,x,,
A.T. Still University Missouri School of Dentistry & Oral Health,Accepts direct applicants?,,x,
A.T. Still University Missouri School of Dentistry & Oral Health,Requires a secondary or supplemental application?,x,,
A.T. Still University Missouri School of Dentistry & Oral Health,Has a secondary or supplemental application website?,x,,Invitation will be sent by email.
"University of Missouri - Kansas City, School of Dentistry",Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,x,,
"University of Missouri - Kansas City, School of Dentistry",Accepts direct applicants?,x,,
"University of Missouri - Kansas City, School of Dentistry",Requires a secondary or supplemental application?,x,,"Yes, with interview invitation."
"University of Missouri - Kansas City, School of Dentistry",Has a secondary or supplemental application website?,x,,The UMKC SOD Supplemental Survey is available only from our office and provided to interviewees only.
Creighton University School of Dentistry,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,x,,
Creighton University School of Dentistry,Accepts direct applicants?,,x,
Creighton University School of Dentistry,Requires a secondary or supplemental application?,x,,
Creighton University School of Dentistry,Has a secondary or supplemental application website?,x,,https://dentistry.creighton.edu/future-students/how-apply
University of Nebraska Medical Center College of Dentistry,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,x,,
University of Nebraska Medical Center College of Dentistry,Accepts direct applicants?,,x,
University of Nebraska Medical Center College of Dentistry,Requires a secondary or supplemental application?,,x,
University of Nebraska Medical Center College of Dentistry,Has a secondary or supplemental application website?,,x,
"University of Nevada, Las Vegas, School of Dental Medicine",Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,x,,
"University of Nevada, Las Vegas, School of Dental Medicine",Accepts direct applicants?,,x,
"University of Nevada, Las Vegas, School of Dental Medicine",Requires a secondary or supplemental application?,x,,
"University of Nevada, Las Vegas, School of Dental Medicine",Has a secondary or supplemental application website?,x,,https://unlv-gradcollege.force.com/Portal_Login
"Rutgers, The State University of New Jersey, School of Dental Medicine",Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,x,,
"Rutgers, The State University of New Jersey, School of Dental Medicine",Accepts direct applicants?,,x,
"Rutgers, The State University of New Jersey, School of Dental Medicine",Requires a secondary or supplemental application?,,x,
"Rutgers, The State University of New Jersey, School of Dental Medicine",Has a secondary or supplemental application website?,,x,
Columbia University College of Dental Medicine,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,x,,
Columbia University College of Dental Medicine,Accepts direct applicants?,,x,
Columbia University College of Dental Medicine,Requires a secondary or supplemental application?,x,,"Yes, with a fee of $75 at the time application is submitted."
Columbia University College of Dental Medicine,Has a secondary or supplemental application website?,,x,
New York University College of Dental Medicine,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,x,,
New York University College of Dental Medicine,Accepts direct applicants?,,x,
New York University College of Dental Medicine,Requires a secondary or supplemental application?,x,,"Yes, at time of interview."
New York University College of Dental Medicine,Has a secondary or supplemental application website?,,x,
Stony Brook University School of Dental Medicine,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,x,,
Stony Brook University School of Dental Medicine,Accepts direct applicants?,,x,
Stony Brook University School of Dental Medicine,Requires a secondary or supplemental application?,,x,
Stony Brook University School of Dental Medicine,Has a secondary or supplemental application website?,,x,
Touro College of Dental Medicine at New York Medical College,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,x,,
Touro College of Dental Medicine at New York Medical College,Accepts direct applicants?,,x,
Touro College of Dental Medicine at New York Medical College,Requires a secondary or supplemental application?,x,,
Touro College of Dental Medicine at New York Medical College,Has a secondary or supplemental application website?,x,,NR
University at Buffalo School of Dental Medicine,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,x,,
University at Buffalo School of Dental Medicine,Accepts direct applicants?,,x,
University at Buffalo School of Dental Medicine,Requires a secondary or supplemental application?,,x,
University at Buffalo School of Dental Medicine,Has a secondary or supplemental application website?,,x,
East Carolina University School of Dental Medicine,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,x,,
East Carolina University School of Dental Medicine,Accepts direct applicants?,,x,
East Carolina University School of Dental Medicine,Requires a secondary or supplemental application?,x,,By invitation.
East Carolina University School of Dental Medicine,Has a secondary or supplemental application website?,x,,Provided to applicants once ADEA AADSAS application is received.
University of North Carolina at Chapel Hill School of Dentistry,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,x,,
University of North Carolina at Chapel Hill School of Dentistry,Accepts direct applicants?,,x,
University of North Carolina at Chapel Hill School of Dentistry,Requires a secondary or supplemental application?,x,,By invitation.
University of North Carolina at Chapel Hill School of Dentistry,Has a secondary or supplemental application website?,x,,https://www.dentistry.unc.edu/academicprograms/dds/supplementalapplication/
Case Western Reserve University School of Dental Medicine,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,x,,
Case Western Reserve University School of Dental Medicine,Accepts direct applicants?,x,,"Yes, for formal 3+4 programs and CWRU PPSP program only."
Case Western Reserve University School of Dental Medicine,Requires a secondary or supplemental application?,,x,Only ADEA AADSAS application required.
Case Western Reserve University School of Dental Medicine,Has a secondary or supplemental application website?,,x,
The Ohio State University College of Dentistry,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,x,,
The Ohio State University College of Dentistry,Accepts direct applicants?,,x,
The Ohio State University College of Dentistry,Requires a secondary or supplemental application?,x,,
The Ohio State University College of Dentistry,Has a secondary or supplemental application website?,x,,Link sent to applicants via email.
University of Oklahoma College of Dentistry,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,x,,
University of Oklahoma College of Dentistry,Accepts direct applicants?,,x,
University of Oklahoma College of Dentistry,Requires a secondary or supplemental application?,x,,"Yes, $102 application fee."
University of Oklahoma College of Dentistry,Has a secondary or supplemental application website?,x,,http://apps.ouhsc.edu/admissions/
Oregon Health & Science University School of Dentistry,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,x,,
Oregon Health & Science University School of Dentistry,Accepts direct applicants?,,x,
Oregon Health & Science University School of Dentistry,Requires a secondary or supplemental application?,x,,Only for those applicants invited for interview.
Oregon Health & Science University School of Dentistry,Has a secondary or supplemental application website?,NR,NR,
"The Maurice H. Kornberg School of Dentistry, Temple University",Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,x,,
"The Maurice H. Kornberg School of Dentistry, Temple University",Accepts direct applicants?,,x,
"The Maurice H. Kornberg School of Dentistry, Temple University",Requires a secondary or supplemental application?,x,,
"The Maurice H. Kornberg School of Dentistry, Temple University",Has a secondary or supplemental application website?,,x,
University of Pennsylvania School of Dental Medicine,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,x,,
University of Pennsylvania School of Dental Medicine,Accepts direct applicants?,,x,
University of Pennsylvania School of Dental Medicine,Requires a secondary or supplemental application?,x,,"Yes, all applicants must complete supplemental application."
University of Pennsylvania School of Dental Medicine,Has a secondary or supplemental application website?,x,,www.dental.upenn.edu
University of Pittsburgh School of Dental Medicine,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,x,,
University of Pittsburgh School of Dental Medicine,Accepts direct applicants?,x,,
University of Pittsburgh School of Dental Medicine,Requires a secondary or supplemental application?,,x,"No; application fee and a recent 2"" x 2"" digital head-shot photo (.jpg, .gif, .bmp or .png format, no larger than 640 x 480 pixels) only."
University of Pittsburgh School of Dental Medicine,Has a secondary or supplemental application website?,,x,
University of Puerto Rico School of Dental Medicine,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,x,,
University of Puerto Rico School of Dental Medicine,Accepts direct applicants?,,x,
University of Puerto Rico School of Dental Medicine,Requires a secondary or supplemental application?,,x,Only for those applicants invited for interview.
University of Puerto Rico School of Dental Medicine,Has a secondary or supplemental application website?,x,,www.rcm.upr.edu
Medical University of South Carolina James B. Edwards College of Dental Medicine,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,x,,
Medical University of South Carolina James B. Edwards College of Dental Medicine,Accepts direct applicants?,,x,
Medical University of South Carolina James B. Edwards College of Dental Medicine,Requires a secondary or supplemental application?,x,,
Medical University of South Carolina James B. Edwards College of Dental Medicine,Has a secondary or supplemental application website?,x,,http://academicdepartments.musc.edu/admissions/application/dent/
Meharry Medical College School of Dentistry,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,x,,
Meharry Medical College School of Dentistry,Accepts direct applicants?,,x,
Meharry Medical College School of Dentistry,Requires a secondary or supplemental application?,x,,
Meharry Medical College School of Dentistry,Has a secondary or supplemental application website?,x,,www.mmc.edu/prospectivestudents/admissions/sod
University of Tennessee Health Science Center College of Dentistry,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,x,,
University of Tennessee Health Science Center College of Dentistry,Accepts direct applicants?,,x,
University of Tennessee Health Science Center College of Dentistry,Requires a secondary or supplemental application?,,x,
University of Tennessee Health Science Center College of Dentistry,Has a secondary or supplemental application website?,,x,
Texas A&M University College of Dentistry,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,x,,Also participates in TMDSAS. All Texas residents MUST apply through TMDSAS.
Texas A&M University College of Dentistry,Accepts direct applicants?,,x,
Texas A&M University College of Dentistry,Requires a secondary or supplemental application?,x,,
Texas A&M University College of Dentistry,Has a secondary or supplemental application website?,x,,https://dentistry.tamhsc.edu/
University of Texas Health Science Center at San Antonio School of Dentistry,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,x,,Also participates in TMDSAS. All Texas residents MUST apply through TMDSAS.
University of Texas Health Science Center at San Antonio School of Dentistry,Accepts direct applicants?,,x,
University of Texas Health Science Center at San Antonio School of Dentistry,Requires a secondary or supplemental application?,,x,
University of Texas Health Science Center at San Antonio School of Dentistry,Has a secondary or supplemental application website?,,x,
University of Texas School of Dentistry at Houston,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,x,,Also participates in TMDSAS. All Texas residents MUST apply through TMDSAS.
University of Texas School of Dentistry at Houston,Accepts direct applicants?,,x,
University of Texas School of Dentistry at Houston,Requires a secondary or supplemental application?,,x,
University of Texas School of Dentistry at Houston,Has a secondary or supplemental application website?,,x,
"Roseman University of Health Sciences College of Dental Medicine – South Jordan, Utah",Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,x,,
"Roseman University of Health Sciences College of Dental Medicine – South Jordan, Utah",Accepts direct applicants?,,x,
"Roseman University of Health Sciences College of Dental Medicine – South Jordan, Utah",Requires a secondary or supplemental application?,,x,
"Roseman University of Health Sciences College of Dental Medicine – South Jordan, Utah",Has a secondary or supplemental application website?,,x,
University of Utah School of Dentistry,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,x,,
University of Utah School of Dentistry,Accepts direct applicants?,,x,
University of Utah School of Dentistry,Requires a secondary or supplemental application?,x,,
University of Utah School of Dentistry,Has a secondary or supplemental application website?,x,,By invitation.
Virginia Commonwealth University School of Dentistry,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,x,,
Virginia Commonwealth University School of Dentistry,Accepts direct applicants?,,x,
Virginia Commonwealth University School of Dentistry,Requires a secondary or supplemental application?,x,,"Yes, for candidates invited for interview."
Virginia Commonwealth University School of Dentistry,Has a secondary or supplemental application website?,x,,"Yes, available for candidates invited for interview."
University of Washington School of Dentistry,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,x,,
University of Washington School of Dentistry,Accepts direct applicants?,,x,
University of Washington School of Dentistry,Requires a secondary or supplemental application?,x,,Applicants are screened to receive a supplemental interview.
University of Washington School of Dentistry,Has a secondary or supplemental application website?,,x,
West Virginia University School of Dentistry,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,x,,
West Virginia University School of Dentistry,Accepts direct applicants?,,x,
West Virginia University School of Dentistry,Requires a secondary or supplemental application?,x,,Submitted only when requested.
West Virginia University School of Dentistry,Has a secondary or supplemental application website?,,x,
Marquette University School of Dentistry,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,x,,
Marquette University School of Dentistry,Accepts direct applicants?,,x,
Marquette University School of Dentistry,Requires a secondary or supplemental application?,,x,
Marquette University School of Dentistry,Has a secondary or supplemental application website?,,x,
University of Alberta School of Dentistry ,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,,x,
University of Alberta School of Dentistry ,Accepts direct applicants?,x,,
University of Alberta School of Dentistry ,Requires a secondary or supplemental application?,,x,
University of Alberta School of Dentistry ,Has a secondary or supplemental application website?,,x,
University of British Columbia Faculty of Dentistry ,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,,x,
University of British Columbia Faculty of Dentistry ,Accepts direct applicants?,x,,
University of British Columbia Faculty of Dentistry ,Requires a secondary or supplemental application?,x,,
University of British Columbia Faculty of Dentistry ,Has a secondary or supplemental application website?,x,,http://www.dentistry.ubc.ca/
University of Manitoba College of Dentistry ,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,,x,
University of Manitoba College of Dentistry ,Accepts direct applicants?,x,,
University of Manitoba College of Dentistry ,Requires a secondary or supplemental application?,x,,
University of Manitoba College of Dentistry ,Has a secondary or supplemental application website?,x,,https://umanitoba.ca/student/admissions/application/programs/dentistry-application.html
Dalhousie University Faculty of Dentistry ,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,x,,
Dalhousie University Faculty of Dentistry ,Accepts direct applicants?,x,,
Dalhousie University Faculty of Dentistry ,Requires a secondary or supplemental application?,,x,
Dalhousie University Faculty of Dentistry ,Has a secondary or supplemental application website?,,x,
University of Toronto Faculty of Dentistry ,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,,x,
University of Toronto Faculty of Dentistry ,Accepts direct applicants?,x,,
University of Toronto Faculty of Dentistry ,Requires a secondary or supplemental application?,,x,
University of Toronto Faculty of Dentistry ,Has a secondary or supplemental application website?,,x,
Western University Schulich School of Medicine & Dentistry ,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,,x,
Western University Schulich School of Medicine & Dentistry ,Accepts direct applicants?,x,,
Western University Schulich School of Medicine & Dentistry ,Requires a secondary or supplemental application?,,x,
Western University Schulich School of Medicine & Dentistry ,Has a secondary or supplemental application website?,,x,
McGill University Faculty of Dentistry ,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,,x,
McGill University Faculty of Dentistry ,Accepts direct applicants?,,x,
McGill University Faculty of Dentistry ,Requires a secondary or supplemental application?,,x,
McGill University Faculty of Dentistry ,Has a secondary or supplemental application website?,,x,
Université Laval Faculté de Médecine Dentaire ,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,,x,
Université Laval Faculté de Médecine Dentaire ,Accepts direct applicants?,x,,
Université Laval Faculté de Médecine Dentaire ,Requires a secondary or supplemental application?,,x,
Université Laval Faculté de Médecine Dentaire ,Has a secondary or supplemental application website?,,x,
Université de Montréal Faculté de Médecine Dentaire,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,,x,
Université de Montréal Faculté de Médecine Dentaire,Accepts direct applicants?,x,,
Université de Montréal Faculté de Médecine Dentaire,Requires a secondary or supplemental application?,,x,
Université de Montréal Faculté de Médecine Dentaire,Has a secondary or supplemental application website?,,x,
University of Saskatchewan College of Dentistry,Participates in ADEA AADSAS® (ADEA Associated American Dental Schools Application Service)?,,x,
University of Saskatchewan College of Dentistry,Accepts direct applicants?,x,,
University of Saskatchewan College of Dentistry,Requires a secondary or supplemental application?,,x,
University of Saskatchewan College of Dentistry,Has a secondary or supplemental application website?,,x,
