Loma Linda University School of Dentistry,Immunology,,x,,4/4
Loma Linda University School of Dentistry,Microbiology,,x,,4/4
Loma Linda University School of Dentistry,Molecular biology/genetics,,x,,4/4
Loma Linda University School of Dentistry,Physiology,,x,,4/4
Loma Linda University School of Dentistry,Zoology,,,,
Loma Linda University School of Dentistry,#5#English,,,,
Loma Linda University School of Dentistry,Composition,x,,,6/12
"University of California, Los Angeles, School of Dentistry",#5#BCP (Biology – Chemistry – Physics),,,,
"University of California, Los Angeles, School of Dentistry",Biology,x,,,8/12
"University of California, Los Angeles, School of Dentistry","Chemistry, general/inorganic",x,,,8/12
"University of California, Los Angeles, School of Dentistry","Chemistry, organic",x,,,6/8
"University of California, Los Angeles, School of Dentistry",Physics,x,,,8/12
"University of California, Los Angeles, School of Dentistry",#5#Additional Biological Sciences ,,,,
"University of California, Los Angeles, School of Dentistry",Anatomy,,x,,3/4
"University of California, Los Angeles, School of Dentistry",Biochemistry,x,,,3/4
"University of California, Los Angeles, School of Dentistry",Cell biology,,,,
"University of California, Los Angeles, School of Dentistry",Histology,,x,,3/4
"University of California, Los Angeles, School of Dentistry",Immunology,,,,
"University of California, Los Angeles, School of Dentistry",Microbiology,,x,,3/4
"University of California, Los Angeles, School of Dentistry",Molecular biology/genetics,,,,
"University of California, Los Angeles, School of Dentistry",Physiology,,x,,3/4
"University of California, Los Angeles, School of Dentistry",Zoology,,,,
"University of California, Los Angeles, School of Dentistry",#5#Behavioral Science,,,,
"University of California, Los Angeles, School of Dentistry",Psychology,x,,,3/4
"University of California, Los Angeles, School of Dentistry",#5#English,,,,
"University of California, Los Angeles, School of Dentistry",Composition,x,,,6/8
"University of California, San Francisco,  School of Dentistry ",#5#BCP (Biology – Chemistry – Physics),,,,
"University of California, San Francisco,  School of Dentistry ",Biology,x,,x,8/12
"University of California, San Francisco,  School of Dentistry ","Chemistry, general/inorganic",x,,x,8/12
"University of California, San Francisco,  School of Dentistry ","Chemistry, organic",x,,x,4/8
"University of California, San Francisco,  School of Dentistry ",Physics,x,,x,8/12
"University of California, San Francisco,  School of Dentistry ",#5#Additional Biological Sciences ,,,,
"University of California, San Francisco,  School of Dentistry ",Anatomy,,x,,
"University of California, San Francisco,  School of Dentistry ",Biochemistry,x,,,3/4
"University of California, San Francisco,  School of Dentistry ",Cell biology,,x,,
"University of California, San Francisco,  School of Dentistry ",Histology,,x,,
"University of California, San Francisco,  School of Dentistry ",Immunology,,x,,
"University of California, San Francisco,  School of Dentistry ",Microbiology,,x,,
"University of California, San Francisco,  School of Dentistry ",Molecular biology/genetics,,x,,
"University of California, San Francisco,  School of Dentistry ",Physiology,,x,,
"University of California, San Francisco,  School of Dentistry ",Zoology,,,,
"University of California, San Francisco,  School of Dentistry ",#5#Nonscience,,,,
"University of California, San Francisco,  School of Dentistry ",Humanities,x (See Notes.),,,
"University of California, San Francisco,  School of Dentistry ",Sociology,x (See Notes.),,,
"University of California, San Francisco,  School of Dentistry ",#5#Behavioral Science,,,,
"University of California, San Francisco,  School of Dentistry ",Psychology,x,,,
"University of California, San Francisco,  School of Dentistry ",#5#English,,,,
"University of California, San Francisco,  School of Dentistry ",Composition,x,,,
"University of California, San Francisco,  School of Dentistry ",Notes: ,#4#11/16 credits of human social science electives; 42/63 additional electives required.,,,
"University of the Pacific, Arthur A. Dugoni School of Dentistry ",#5#BCP (Biology – Chemistry – Physics),,,,
"University of the Pacific, Arthur A. Dugoni School of Dentistry ",Biology,x,,x,4/6
"University of the Pacific, Arthur A. Dugoni School of Dentistry ","Chemistry, general/inorganic",x,,x,2/3
"University of the Pacific, Arthur A. Dugoni School of Dentistry ","Chemistry, organic",x,,,2/3
"University of the Pacific, Arthur A. Dugoni School of Dentistry ",Physics,x,,x,2/3
"University of the Pacific, Arthur A. Dugoni School of Dentistry ",#5#Additional Biological Sciences ,,,,
"University of the Pacific, Arthur A. Dugoni School of Dentistry ",Anatomy,,x,,
"University of the Pacific, Arthur A. Dugoni School of Dentistry ",Biochemistry,,x,,
"University of the Pacific, Arthur A. Dugoni School of Dentistry ",Cell biology,,x,,
"University of the Pacific, Arthur A. Dugoni School of Dentistry ",Histology,,x,,
"University of the Pacific, Arthur A. Dugoni School of Dentistry ",Immunology,,x,,
"University of the Pacific, Arthur A. Dugoni School of Dentistry ",Microbiology,,x,,
"University of the Pacific, Arthur A. Dugoni School of Dentistry ",Molecular biology/genetics,,x,,
"University of the Pacific, Arthur A. Dugoni School of Dentistry ",Physiology,,x,,
"University of the Pacific, Arthur A. Dugoni School of Dentistry ",Zoology,,,,
Western University of Health Sciences College of Dental Medicine ,#5#BCP (Biology – Chemistry – Physics),,,,
Western University of Health Sciences College of Dental Medicine ,Biology,x,,x,8/12
Western University of Health Sciences College of Dental Medicine ,"Chemistry, general/inorganic",x,,x,8/12
Western University of Health Sciences College of Dental Medicine ,"Chemistry, organic",x,,x,8/12
Western University of Health Sciences College of Dental Medicine ,Physics,x,,x,8/12
Western University of Health Sciences College of Dental Medicine ,#5#Additional Biological Sciences ,,,,
Western University of Health Sciences College of Dental Medicine ,Anatomy,,x,,4/6
Western University of Health Sciences College of Dental Medicine ,Biochemistry,,x,,4/6
Western University of Health Sciences College of Dental Medicine ,Cell biology,,x,,4/6
Western University of Health Sciences College of Dental Medicine ,Histology,,x,,4/6
Western University of Health Sciences College of Dental Medicine ,Immunology,,,,
Western University of Health Sciences College of Dental Medicine ,Microbiology,,x,,4/6
Western University of Health Sciences College of Dental Medicine ,Molecular biology/genetics,,x,,4/6
Western University of Health Sciences College of Dental Medicine ,Physiology,,x,,4/6
Western University of Health Sciences College of Dental Medicine ,Zoology,,,,
Western University of Health Sciences College of Dental Medicine ,#5#Nonscience,,,,
Western University of Health Sciences College of Dental Medicine ,Foreign languages,,x (See Notes.),,3/4
Western University of Health Sciences College of Dental Medicine ,#5#Behavioral Science,,,,
Western University of Health Sciences College of Dental Medicine ,Psychology,x,,,6/9
Western University of Health Sciences College of Dental Medicine ,#5#English,,,,
Western University of Health Sciences College of Dental Medicine ,Composition,x (See Notes.),,,6/9
Western University of Health Sciences College of Dental Medicine ,#5#Other Science,,,,
Western University of Health Sciences College of Dental Medicine ,Calculus,,x,,3/4
Western University of Health Sciences College of Dental Medicine ,Notes: ,#4#Conversational Spanish; college English composition.,,,
University of Colorado School of Dental Medicine ,#5#BCP (Biology – Chemistry – Physics),,,,
University of Colorado School of Dental Medicine ,Biology,x,,x,8/12
University of Colorado School of Dental Medicine ,"Chemistry, general/inorganic",x,,x,8/12
University of Colorado School of Dental Medicine ,"Chemistry, organic",x,,x,8/12
University of Colorado School of Dental Medicine ,Physics,x,,x,8/12
University of Colorado School of Dental Medicine ,#5#Additional Biological Sciences ,,,,
University of Colorado School of Dental Medicine ,Anatomy,x,x,,4/6
University of Colorado School of Dental Medicine ,Biochemistry,x,,,3/5
University of Colorado School of Dental Medicine ,Cell biology,,x,,4/6
University of Colorado School of Dental Medicine ,Histology,,x,,4/6
University of Colorado School of Dental Medicine ,Immunology,,x,,4/6
University of Colorado School of Dental Medicine ,Microbiology,x,,,3/5
University of Colorado School of Dental Medicine ,Molecular biology/genetics,,x,,4/6
University of Colorado School of Dental Medicine ,Physiology,,x,,4/6
University of Colorado School of Dental Medicine ,Zoology,,,,
University of Colorado School of Dental Medicine ,#5#English,,,,
University of Colorado School of Dental Medicine ,Composition,x,,,3/5
University of Connecticut School of Dental Medicine ,#5#BCP (Biology – Chemistry – Physics),,,,
University of Connecticut School of Dental Medicine ,Biology,x,,x,8/12
University of Connecticut School of Dental Medicine ,"Chemistry, general/inorganic",x,,x,8/12
University of Connecticut School of Dental Medicine ,"Chemistry, organic",x,,x,8/12
University of Connecticut School of Dental Medicine ,Physics,x,,x,8/12
University of Connecticut School of Dental Medicine ,#5#Additional Biological Sciences ,,,,
University of Connecticut School of Dental Medicine ,Anatomy,,,,
University of Connecticut School of Dental Medicine ,Biochemistry,x,,,4/6
University of Connecticut School of Dental Medicine ,Cell biology,,x,,4/6
University of Connecticut School of Dental Medicine ,Histology,,,,
University of Connecticut School of Dental Medicine ,Immunology,,,,
University of Connecticut School of Dental Medicine ,Microbiology,,x,,4/6
University of Connecticut School of Dental Medicine ,Molecular biology/genetics,,x,,4/6
University of Connecticut School of Dental Medicine ,Physiology,,,,
University of Connecticut School of Dental Medicine ,Zoology,,,,
Howard University College of Dentistry ,#5#BCP (Biology – Chemistry – Physics),,,,
Howard University College of Dentistry ,Biology,x,,x,8/12
Howard University College of Dentistry ,"Chemistry, general/inorganic",x,,x,8/12
Howard University College of Dentistry ,"Chemistry, organic",x,,x,8/12
Howard University College of Dentistry ,Physics,x,,x,8/12
Howard University College of Dentistry ,#5#Additional Biological Sciences ,,,,
Howard University College of Dentistry ,Anatomy,x,,,6/8
Howard University College of Dentistry ,Biochemistry,x,,,3/5
Howard University College of Dentistry ,Cell biology,,x,,4/6
Howard University College of Dentistry ,Histology,,x,,4/6
Howard University College of Dentistry ,Immunology,,x,,4/6
Howard University College of Dentistry ,Microbiology,,x,,4/6
Howard University College of Dentistry ,Molecular biology/genetics,,x,,4/6
Howard University College of Dentistry ,Physiology,,x,,6/8
Howard University College of Dentistry ,Zoology,,x,,4/6
Howard University College of Dentistry ,#5#English,,,,
Howard University College of Dentistry ,Composition,,x,,6/8
Lake Erie College of Osteopathic Medicine School of Dental Medicine ,#5#BCP (Biology – Chemistry – Physics),,,,
Lake Erie College of Osteopathic Medicine School of Dental Medicine ,Biology,x,,x,8/12
Lake Erie College of Osteopathic Medicine School of Dental Medicine ,"Chemistry, general/inorganic",x,,x,8/12
Lake Erie College of Osteopathic Medicine School of Dental Medicine ,"Chemistry, organic",x,,x,8/12
Lake Erie College of Osteopathic Medicine School of Dental Medicine ,Physics,,x (See Notes.),,
Lake Erie College of Osteopathic Medicine School of Dental Medicine ,#5#Additional Biological Sciences ,,,,
Lake Erie College of Osteopathic Medicine School of Dental Medicine ,Anatomy,,x (See Notes.),,
Lake Erie College of Osteopathic Medicine School of Dental Medicine ,Biochemistry,x,,,3/4.5
Lake Erie College of Osteopathic Medicine School of Dental Medicine ,Cell biology,,x (See Notes.),,
Lake Erie College of Osteopathic Medicine School of Dental Medicine ,Histology,,x,,
Lake Erie College of Osteopathic Medicine School of Dental Medicine ,Immunology,,x,,
Lake Erie College of Osteopathic Medicine School of Dental Medicine ,Microbiology,,x (See Notes.),,
Lake Erie College of Osteopathic Medicine School of Dental Medicine ,Molecular biology/genetics,,x,,
Lake Erie College of Osteopathic Medicine School of Dental Medicine ,Physiology,,x (See Notes.),,
Lake Erie College of Osteopathic Medicine School of Dental Medicine ,Zoology,,,,
Lake Erie College of Osteopathic Medicine School of Dental Medicine ,#5#English,,,,
Lake Erie College of Osteopathic Medicine School of Dental Medicine ,Composition,x,,,6/9
Lake Erie College of Osteopathic Medicine School of Dental Medicine ,Notes: ,#4#Strongly recommended: Students completing these courses will be more competitive.,,,
Nova Southeastern University College of Dental Medicine ,#5#BCP (Biology – Chemistry – Physics),,,,
Nova Southeastern University College of Dental Medicine ,Biology,x,,x,8/12
Nova Southeastern University College of Dental Medicine ,"Chemistry, general/inorganic",x,,x,8/12
Nova Southeastern University College of Dental Medicine ,"Chemistry, organic",x,,x,8/12
Nova Southeastern University College of Dental Medicine ,Physics,x,,x,8/12
Nova Southeastern University College of Dental Medicine ,#5#Additional Biological Sciences ,,,,
Nova Southeastern University College of Dental Medicine ,Anatomy,,x,,3/5
Nova Southeastern University College of Dental Medicine ,Biochemistry,x,,,3/5
Nova Southeastern University College of Dental Medicine ,Cell biology,,x,,3/5
Nova Southeastern University College of Dental Medicine ,Histology,,x,,3/5
Nova Southeastern University College of Dental Medicine ,Immunology,,,,
Nova Southeastern University College of Dental Medicine ,Microbiology,x,,,3/5
Nova Southeastern University College of Dental Medicine ,Molecular biology/genetics,,x,,3/5
Nova Southeastern University College of Dental Medicine ,Physiology,,x,,3/5
Nova Southeastern University College of Dental Medicine ,Zoology,,,,
Nova Southeastern University College of Dental Medicine ,Notes:,#4#Science classes recommended. ,,,
University of Florida College of Dentistry,#5#BCP (Biology – Chemistry – Physics),,,,
University of Florida College of Dentistry,Biology,x,,x,8/12
University of Florida College of Dentistry,"Chemistry, general/inorganic",x,,x,8/12
University of Florida College of Dentistry,"Chemistry, organic",x,,x,8/12
University of Florida College of Dentistry,Physics,x,,x,8/12
University of Florida College of Dentistry,#5#Additional Biological Sciences ,,,,
University of Florida College of Dentistry,Anatomy,,x,,
University of Florida College of Dentistry,Biochemistry,x,,,3/4
University of Florida College of Dentistry,Cell biology,,x,,
University of Florida College of Dentistry,Histology,,x,,
University of Florida College of Dentistry,Immunology,,x,,
University of Florida College of Dentistry,Microbiology,x,,x,4/6
University of Florida College of Dentistry,Molecular biology/genetics,,x,,
University of Florida College of Dentistry,Physiology,,x,,
University of Florida College of Dentistry,Zoology,,x,,
University of Florida College of Dentistry,#5#English,,,,
University of Florida College of Dentistry,English,x,,,6/8
University of Florida College of Dentistry,#5#Other Science,,,,
University of Florida College of Dentistry,Mathematics,,x,,
Dental College of Georgia at Augusta University,#5#BCP (Biology – Chemistry – Physics),,,,
Dental College of Georgia at Augusta University,Biology,x,,x,8/12
Dental College of Georgia at Augusta University,"Chemistry, general/inorganic",x,,x,8/12
Dental College of Georgia at Augusta University,"Chemistry, organic",x,,x,8/12
Dental College of Georgia at Augusta University,Physics,x,,x,4/6
Dental College of Georgia at Augusta University,#5#Additional Biological Sciences ,,,,
Dental College of Georgia at Augusta University,Anatomy,,x,,4/6
Dental College of Georgia at Augusta University,Biochemistry,x,,x,3/5
Dental College of Georgia at Augusta University,Cell biology,,x,,3/5
Dental College of Georgia at Augusta University,Histology,,x,,3/5
Dental College of Georgia at Augusta University,Immunology,,x,,3/5
Dental College of Georgia at Augusta University,Microbiology,,x,,3/5
Dental College of Georgia at Augusta University,Molecular biology/genetics,,x,,3/5
Dental College of Georgia at Augusta University,Physiology,,,,
Dental College of Georgia at Augusta University,Zoology,,,,
Dental College of Georgia at Augusta University,#5#Nonscience,,,,
Dental College of Georgia at Augusta University,Art,,x (See Notes.),,3/5
Dental College of Georgia at Augusta University,#5#Behavioral Science,,,,
Dental College of Georgia at Augusta University,Psychology,,x,,3/5
Dental College of Georgia at Augusta University,#5#English,,,,
Dental College of Georgia at Augusta University,English,x,,,6/10
Dental College of Georgia at Augusta University,Notes:,#4#Drafting/pottery,,,
Midwestern University College of Dental Medicine-Illinois ,#5#BCP (Biology – Chemistry – Physics),,,,
Midwestern University College of Dental Medicine-Illinois ,Biology,x,,x,8/12
Midwestern University College of Dental Medicine-Illinois ,"Chemistry, general/inorganic",x,,x,8/12
Midwestern University College of Dental Medicine-Illinois ,"Chemistry, organic",x,,x,4/6
Midwestern University College of Dental Medicine-Illinois ,Physics,x,,x,8/12
Midwestern University College of Dental Medicine-Illinois ,#5#Additional Biological Sciences ,,,,
Midwestern University College of Dental Medicine-Illinois ,Anatomy,x,,,3/4
Midwestern University College of Dental Medicine-Illinois ,Biochemistry,x,,,3/4
Midwestern University College of Dental Medicine-Illinois ,Cell biology,,,,
Midwestern University College of Dental Medicine-Illinois ,Histology,,x,,
Midwestern University College of Dental Medicine-Illinois ,Immunology,,x,,
Midwestern University College of Dental Medicine-Illinois ,Microbiology,x,,,3/4
Midwestern University College of Dental Medicine-Illinois ,Molecular biology/genetics,,x,,
Midwestern University College of Dental Medicine-Illinois ,Physiology,x,,,3/4
Midwestern University College of Dental Medicine-Illinois ,Zoology,,x,,
Midwestern University College of Dental Medicine-Illinois ,#5#English,,,,
Midwestern University College of Dental Medicine-Illinois ,Composition,x (See Notes.),,,6/9
Midwestern University College of Dental Medicine-Illinois ,Technical writing,x (See Notes.),,,6/9
Midwestern University College of Dental Medicine-Illinois ,Notes:,#4#Composition or technical writing.,,,
Southern Illinois University School of Dental Medicine ,#5#BCP (Biology – Chemistry – Physics),,,,
Southern Illinois University School of Dental Medicine ,Biology,x,,x,8/12
Southern Illinois University School of Dental Medicine ,"Chemistry, general/inorganic",x,,x,8/12
Southern Illinois University School of Dental Medicine ,"Chemistry, organic",x,,x,8/12
Southern Illinois University School of Dental Medicine ,Physics,x,,x,6/9
Southern Illinois University School of Dental Medicine ,#5#Additional Biological Sciences ,,,,
Southern Illinois University School of Dental Medicine ,Anatomy,,x,,3/5
Southern Illinois University School of Dental Medicine ,Biochemistry,x,,,3/5
Southern Illinois University School of Dental Medicine ,Cell biology,,x,,3/5
Southern Illinois University School of Dental Medicine ,Histology,,x,,3/5
Southern Illinois University School of Dental Medicine ,Immunology,,x,,3/5
Southern Illinois University School of Dental Medicine ,Microbiology,,x,,3/5
Southern Illinois University School of Dental Medicine ,Molecular biology/genetics,,x,,3/5
Southern Illinois University School of Dental Medicine ,Physiology,,x,,3/5
Southern Illinois University School of Dental Medicine ,Zoology,,x,,3/5
Southern Illinois University School of Dental Medicine ,#5#English,,,,
Southern Illinois University School of Dental Medicine ,English,x,,,6/9
Southern Illinois University School of Dental Medicine ,#5#Other Science,,,,
Southern Illinois University School of Dental Medicine ,Statistics,,x,,3/5
University of Illinois at Chicago College of Dentistry ,#5#BCP (Biology – Chemistry – Physics),,,,
University of Illinois at Chicago College of Dentistry ,Biology,x,,x,6/9
University of Illinois at Chicago College of Dentistry ,"Chemistry, general/inorganic",x,,x,14/21
University of Illinois at Chicago College of Dentistry ,"Chemistry, organic",x,,x,4/6
University of Illinois at Chicago College of Dentistry ,Physics,x,,x,6/9
University of Illinois at Chicago College of Dentistry ,#5#Additional Biological Sciences ,,,,
University of Illinois at Chicago College of Dentistry ,Anatomy,,x (See Notes.),,
University of Illinois at Chicago College of Dentistry ,Biochemistry,x,,,3/4
University of Illinois at Chicago College of Dentistry ,Cell biology,,x,,
University of Illinois at Chicago College of Dentistry ,Histology,,x,,
University of Illinois at Chicago College of Dentistry ,Immunology,,x,,
University of Illinois at Chicago College of Dentistry ,Microbiology,,x (See Notes.),,
University of Illinois at Chicago College of Dentistry ,Molecular biology/genetics,,x,,
University of Illinois at Chicago College of Dentistry ,Physiology,,x,,
University of Illinois at Chicago College of Dentistry ,Zoology,,x,,
University of Illinois at Chicago College of Dentistry ,#5#English,,,,
University of Illinois at Chicago College of Dentistry ,English,x,,,6/9
University of Illinois at Chicago College of Dentistry ,Notes: ,"#4#Strongly recommended. Additional upper-level science coursework is strongly preferred.
Disclaimer: Please continue to check the UIC College of Dentistry website for any updates or changes to school requirements.",,,
Indiana University School of Dentistry ,#5#BCP (Biology – Chemistry – Physics),,,,
Indiana University School of Dentistry ,Biology,x,,x,Refer to notes
Indiana University School of Dentistry ,"Chemistry, general/inorganic",x,,x,Refer to notes
Indiana University School of Dentistry ,"Chemistry, organic",x,,x,Refer to notes
Indiana University School of Dentistry ,Physics,x,,x,8/12
Indiana University School of Dentistry ,#5#Additional Biological Sciences ,,,,
Indiana University School of Dentistry ,Anatomy,,x,,Refer to notes
Indiana University School of Dentistry ,Biochemistry,,x,,Refer to notes
Indiana University School of Dentistry ,Cell biology,,x,,Refer to notes
Indiana University School of Dentistry ,Histology,,x,,Refer to notes
Indiana University School of Dentistry ,Immunology,,x,,Refer to notes
Indiana University School of Dentistry ,Microbiology,,x,,Refer to notes
Indiana University School of Dentistry ,Molecular biology/genetics,,x,,Refer to notes
Indiana University School of Dentistry ,Physiology,,x,,Refer to notes
Indiana University School of Dentistry ,Zoology,,x,,Refer to notes
Indiana University School of Dentistry ,Notes: ,"#4#Students must complete the equivalent of 20/30 semester/quarter hours in the biological sciences. Only courses intended for science majors, as determined by applicant’s undergraduate institution, count toward prerequisites. For additional details on prerequisites, please visit https://www.dentistry.iu.edu/index.php/prospective-students/admissions/dds-prerequisites/.",,,
The University of Iowa College of Dentistry & Dental Clinics ,#5#BCP (Biology – Chemistry – Physics),,,,
The University of Iowa College of Dentistry & Dental Clinics ,Biology,x,,x,8
The University of Iowa College of Dentistry & Dental Clinics ,"Chemistry, general/inorganic",x,,x,8
The University of Iowa College of Dentistry & Dental Clinics ,"Chemistry, organic",x,,x,8
The University of Iowa College of Dentistry & Dental Clinics ,Physics,x,,x,8
The University of Iowa College of Dentistry & Dental Clinics ,#5#Additional Biological Sciences ,,,,
The University of Iowa College of Dentistry & Dental Clinics ,Anatomy,,x,,
The University of Iowa College of Dentistry & Dental Clinics ,Biochemistry,x,,,3
The University of Iowa College of Dentistry & Dental Clinics ,Cell biology,,x,,
The University of Iowa College of Dentistry & Dental Clinics ,Histology,,x,,
The University of Iowa College of Dentistry & Dental Clinics ,Immunology,,x,,
The University of Iowa College of Dentistry & Dental Clinics ,Microbiology,,x,,
The University of Iowa College of Dentistry & Dental Clinics ,Molecular biology/genetics,,x,,
The University of Iowa College of Dentistry & Dental Clinics ,Physiology,,x,,
The University of Iowa College of Dentistry & Dental Clinics ,Zoology,,x,,
The University of Iowa College of Dentistry & Dental Clinics ,#5#English,,,,
The University of Iowa College of Dentistry & Dental Clinics ,English,x,,,NR
The University of Iowa College of Dentistry & Dental Clinics ,#5#Other Science,,,,
The University of Iowa College of Dentistry & Dental Clinics ,Mathematics,x,,,NR
University of Kentucky College of Dentistry ,#5#BCP (Biology – Chemistry – Physics),,,,
University of Kentucky College of Dentistry ,Biology,x,,x,2 semesters
University of Kentucky College of Dentistry ,"Chemistry, general/inorganic",x,,x,2 semesters
University of Kentucky College of Dentistry ,"Chemistry, organic",x,,x,2 semesters
University of Kentucky College of Dentistry ,Physics,x,,x,1 semester
University of Kentucky College of Dentistry ,#5#Additional Biological Sciences ,,,,
University of Kentucky College of Dentistry ,Anatomy,,x,,
University of Kentucky College of Dentistry ,Biochemistry,x,,,1 semester
University of Kentucky College of Dentistry ,Cell biology,,x,,
University of Kentucky College of Dentistry ,Histology,,x,,
University of Kentucky College of Dentistry ,Immunology,,x,,
University of Kentucky College of Dentistry ,Microbiology,x,,,1 semester
University of Kentucky College of Dentistry ,Molecular biology/genetics,,x,,
